Nº do cliente;Safra;Estado;Renda Mensal;Endividamento;Quantidade de Cheques sem Fundo;Quantidade de Restritivos;Valor dos Restritivos;Quantidade de Protestos;Valor dos Protestos;Modelo Score 1;Modelo Score 2;Modelo Score 3;Modelo Score 4;Performance 30D3M EVER;Performance 60D6M EVER;Performance 60D9M EVER;Performance 90D9M EVER;Performance 90D12M EVER
632585066;2020-05-01 00:00:00 UTC;MS;1076;26 a 50%;0;2;418;0;0;141;236;196;405;BOM;MAU;MAU;MAU;MAU
1190978461;2020-05-01 00:00:00 UTC;MG;12709;Até 25%;0;0;0;0;0;767;646;805;946;BOM;BOM;BOM;BOM;BOM
1089164529;2020-06-01 00:00:00 UTC;MS;2518;Acima de 100%;0;4;32306;0;0;67;238;196;563;BOM;BOM;BOM;BOM;BOM
134232662;2020-05-01 00:00:00 UTC;RS;1090;Até 25%;0;0;0;0;0;245;523;290;698;MAU;BOM;MAU;BOM;MAU
1055185956;2020-10-01 00:00:00 UTC;RJ;1155;Até 25%;0;0;0;0;0;697;718;645;816;BOM;BOM;;;
974684749;2020-06-01 00:00:00 UTC;MG;2518;Até 25%;0;0;0;0;0;901;681;827;884;BOM;BOM;BOM;BOM;BOM
572056927;2020-09-01 00:00:00 UTC;BA;4278;Até 25%;0;0;0;0;0;683;679;680;772;BOM;BOM;BOM;BOM;
493138951;2020-10-01 00:00:00 UTC;TO;4548;Até 25%;0;0;0;0;0;837;659;676;782;BOM;BOM;;;
152987860;2020-06-01 00:00:00 UTC;MG;1723;Até 25%;0;0;0;0;0;433;614;521;698;BOM;BOM;BOM;BOM;BOM
687998151;2020-06-01 00:00:00 UTC;MG;1958;Acima de 100%;0;9;6856;1;106;141;212;266;645;BOM;BOM;BOM;BOM;BOM
884440582;2020-05-01 00:00:00 UTC;SC;4277;51 a 75%;0;1;1797;0;0;245;565;266;657;BOM;BOM;BOM;BOM;BOM
901368975;2020-05-01 00:00:00 UTC;BA;3437;51 a 75%;0;3;2730;0;0;146;246;321;647;BOM;MAU;MAU;MAU;MAU
191837913;2020-06-01 00:00:00 UTC;SP;3303;Até 25%;0;0;0;0;0;606;609;621;788;MAU;MAU;MAU;BOM;BOM
661935733;2020-09-01 00:00:00 UTC;RJ;4538;Até 25%;0;0;0;0;0;778;675;770;841;BOM;BOM;BOM;BOM;
833655403;2020-05-01 00:00:00 UTC;RS;4017;Até 25%;0;0;0;0;0;521;629;630;773;BOM;BOM;BOM;BOM;BOM
5016655;2020-06-01 00:00:00 UTC;MS;1043;Até 25%;0;0;0;0;0;590;631;543;736;BOM;BOM;BOM;BOM;BOM
537591206;2020-06-01 00:00:00 UTC;SP;1318;Até 25%;0;0;0;0;0;606;626;550;675;BOM;BOM;BOM;BOM;BOM
243597388;2020-05-01 00:00:00 UTC;GO;4018;26 a 50%;0;1;549;0;0;331;247;282;695;MAU;MAU;MAU;MAU;MAU
1137879329;2020-08-01 00:00:00 UTC;BA;1733;51 a 75%;0;1;458;1;480;167;227;266;624;BOM;BOM;BOM;BOM;
908432621;2020-10-01 00:00:00 UTC;PR;1057;Até 25%;0;0;0;0;0;579;631;558;464;BOM;BOM;;;
357346446;2020-06-01 00:00:00 UTC;MG;1249;Até 25%;0;0;0;0;0;606;665;656;745;BOM;MAU;MAU;MAU;MAU
620771727;2020-06-01 00:00:00 UTC;MS;1485;Até 25%;0;3;222;0;0;250;245;297;635;BOM;BOM;BOM;BOM;BOM
659987141;2020-07-01 00:00:00 UTC;RJ;4542;Até 25%;0;0;0;0;0;678;607;571;833;BOM;BOM;BOM;BOM;
1031072130;2020-05-01 00:00:00 UTC;BA;1361;Até 25%;0;0;0;0;0;270;635;290;587;BOM;BOM;BOM;BOM;BOM
846564825;2020-10-01 00:00:00 UTC;SC;3433;Até 25%;0;0;0;0;0;514;609;434;700;BOM;BOM;;;
356128576;2020-10-01 00:00:00 UTC;RJ;3366;Até 25%;0;0;0;0;0;270;660;456;702;BOM;BOM;;;
525534293;2020-05-01 00:00:00 UTC;BA;3368;Até 25%;0;0;0;0;0;470;625;282;712;BOM;BOM;BOM;BOM;BOM
989420976;2020-06-01 00:00:00 UTC;MG;3043;Até 25%;0;0;0;0;0;788;683;819;833;BOM;BOM;MAU;BOM;BOM
44841004;2020-05-01 00:00:00 UTC;RJ;3368;Até 25%;0;0;0;0;0;632;664;589;787;BOM;BOM;BOM;BOM;BOM
312285256;2020-08-01 00:00:00 UTC;PR;3492;Até 25%;0;0;0;0;0;243;533;250;713;BOM;BOM;BOM;BOM;
1196215302;2020-10-01 00:00:00 UTC;RS;1667;Acima de 100%;0;1;11097;0;0;162;506;227;681;MAU;MAU;;;
744994467;2020-05-01 00:00:00 UTC;SP;3492;51 a 75%;0;1;399;0;0;2;532;133;625;BOM;BOM;BOM;BOM;BOM
583139544;2020-10-01 00:00:00 UTC;SC;3306;Acima de 100%;0;6;94638;0;0;225;223;274;664;MAU;MAU;;;
926944245;2020-05-01 00:00:00 UTC;RJ;3429;Acima de 100%;0;4;8226;0;0;186;240;305;644;MAU;MAU;MAU;MAU;MAU
664980408;2020-10-01 00:00:00 UTC;MG;1648;Até 25%;0;0;0;0;0;540;617;589;702;MAU;MAU;;;
1188908082;2020-08-01 00:00:00 UTC;MG;3371;Até 25%;0;0;0;0;0;939;670;699;815;BOM;BOM;BOM;BOM;
306683054;2020-06-01 00:00:00 UTC;SP;1437;Até 25%;4;0;0;1;246;121;109;219;440;BOM;BOM;BOM;BOM;BOM
526995737;2020-05-01 00:00:00 UTC;SP;4277;Acima de 100%;0;0;0;3;6841;194;204;290;714;BOM;BOM;BOM;BOM;BOM
106221652;2020-05-01 00:00:00 UTC;TO;3305;Acima de 100%;0;2;7427;0;0;48;526;290;649;BOM;BOM;BOM;BOM;BOM
909772278;2020-09-01 00:00:00 UTC;BA;1145;Até 25%;0;0;0;0;0;311;623;339;662;BOM;MAU;MAU;MAU;
358929677;2020-06-01 00:00:00 UTC;BA;1204;Até 25%;0;0;0;0;0;429;596;469;666;BOM;BOM;BOM;BOM;MAU
623694615;2020-09-01 00:00:00 UTC;SP;4279;Até 25%;0;0;0;0;0;756;648;736;742;BOM;BOM;BOM;BOM;
37655571;2020-08-01 00:00:00 UTC;RJ;3366;Até 25%;0;0;0;0;0;495;649;517;675;BOM;BOM;BOM;BOM;
666563639;2020-10-01 00:00:00 UTC;MG;4409;Até 25%;0;0;0;0;0;865;746;833;819;BOM;BOM;;;
266736918;2020-10-01 00:00:00 UTC;MS;3492;Acima de 100%;0;5;18578;0;0;3;215;180;521;BOM;BOM;;;
223746107;2020-06-01 00:00:00 UTC;SC;3429;Até 25%;0;0;0;0;0;702;626;594;797;BOM;MAU;MAU;MAU;MAU
941315111;2020-06-01 00:00:00 UTC;MS;3492;Até 25%;0;0;0;0;0;612;626;459;757;BOM;BOM;MAU;MAU;MAU
1129354239;2020-08-01 00:00:00 UTC;SC;4404;76 a 100%;0;3;1052;0;0;158;224;274;622;BOM;BOM;BOM;BOM;
1017431986;2020-07-01 00:00:00 UTC;RS;4021;Até 25%;0;0;0;0;0;677;643;567;786;BOM;BOM;BOM;BOM;
944603360;2020-10-01 00:00:00 UTC;SC;3492;Até 25%;0;1;259;0;0;166;253;219;626;BOM;MAU;;;
721489576;2020-05-01 00:00:00 UTC;TO;3366;Acima de 100%;0;3;2322;0;0;8;193;156;485;BOM;BOM;BOM;BOM;BOM
1090017038;2020-09-01 00:00:00 UTC;SC;3366;Até 25%;0;0;0;0;0;502;669;290;750;BOM;BOM;BOM;BOM;
865807171;2020-05-01 00:00:00 UTC;RS;3492;Acima de 100%;0;3;2563;0;0;74;213;211;533;BOM;BOM;BOM;BOM;BOM
179781000;2020-06-01 00:00:00 UTC;MG;3492;Até 25%;0;0;0;0;0;395;651;547;685;BOM;BOM;BOM;BOM;BOM
1092452778;2020-10-01 00:00:00 UTC;RS;3366;Acima de 100%;0;3;984;2;2854;191;214;227;535;MAU;BOM;;;
586306006;2020-06-01 00:00:00 UTC;GO;3766;Até 25%;0;0;0;0;0;971;695;860;828;BOM;BOM;BOM;BOM;BOM
91485425;2020-09-01 00:00:00 UTC;MS;1566;Até 25%;0;0;0;0;0;731;660;712;796;BOM;BOM;BOM;BOM;
901734336;2020-07-01 00:00:00 UTC;SC;4019;Até 25%;0;0;0;0;0;807;602;836;735;BOM;BOM;BOM;BOM;
556224617;2020-07-01 00:00:00 UTC;TO;3429;Até 25%;0;0;0;0;0;595;589;591;633;MAU;MAU;MAU;MAU;
1188177360;2020-05-01 00:00:00 UTC;RS;3367;Até 25%;0;0;0;0;0;697;694;619;778;BOM;BOM;BOM;BOM;BOM
868242911;2020-05-01 00:00:00 UTC;SP;3492;Até 25%;0;1;295;0;0;134;556;297;615;MAU;BOM;BOM;BOM;MAU
326899696;2020-06-01 00:00:00 UTC;PR;3367;Até 25%;0;0;0;0;0;486;642;422;687;BOM;BOM;BOM;BOM;BOM
872261882;2020-07-01 00:00:00 UTC;MG;1374;Até 25%;0;0;0;0;0;832;680;796;816;BOM;BOM;BOM;BOM;
534181170;2020-08-01 00:00:00 UTC;SC;1206;Até 25%;0;0;0;0;0;506;607;499;593;BOM;BOM;BOM;BOM;
671191545;2020-10-01 00:00:00 UTC;BA;1188;Até 25%;0;0;0;0;0;441;614;373;590;BOM;BOM;;;
421162834;2020-09-01 00:00:00 UTC;SP;1402;Até 25%;0;1;330;0;0;175;197;250;445;BOM;BOM;BOM;BOM;
599093641;2020-08-01 00:00:00 UTC;MG;3304;Até 25%;0;0;0;0;0;722;598;694;824;BOM;BOM;BOM;BOM;
173448076;2020-10-01 00:00:00 UTC;RS;4281;Até 25%;0;0;0;0;0;712;738;821;779;BOM;BOM;;;
899055022;2020-06-01 00:00:00 UTC;SP;4277;Até 25%;0;0;0;0;0;810;729;821;758;BOM;BOM;BOM;BOM;BOM
407279116;2020-07-01 00:00:00 UTC;MG;1083;Até 25%;0;5;257;0;0;224;262;250;622;BOM;MAU;MAU;MAU;
14028893;2020-10-01 00:00:00 UTC;RS;3492;Acima de 100%;0;2;2527;0;0;141;242;188;654;BOM;BOM;;;
959217800;2020-08-01 00:00:00 UTC;MG;3383;Até 25%;0;0;0;0;0;406;636;353;771;BOM;BOM;BOM;BOM;
181120657;2020-06-01 00:00:00 UTC;GO;4278;Até 25%;0;0;0;0;0;646;669;716;787;BOM;BOM;BOM;BOM;BOM
1157487036;2020-07-01 00:00:00 UTC;SP;4143;51 a 75%;0;1;923;0;0;175;228;282;739;BOM;BOM;BOM;BOM;
1192196331;2020-06-01 00:00:00 UTC;RS;7998;76 a 100%;0;0;0;0;0;220;545;297;763;MAU;MAU;MAU;MAU;MAU
478037363;2020-06-01 00:00:00 UTC;BA;1236;Acima de 100%;0;7;1656;0;0;92;217;203;633;BOM;BOM;BOM;BOM;BOM
301080852;2020-09-01 00:00:00 UTC;SP;4408;Até 25%;0;0;0;0;0;733;632;690;845;BOM;BOM;BOM;BOM;
394856842;2020-08-01 00:00:00 UTC;PR;3306;Até 25%;0;0;0;0;0;467;597;723;731;BOM;BOM;BOM;BOM;
1180991927;2020-07-01 00:00:00 UTC;GO;1580;Até 25%;0;0;0;0;0;589;635;645;774;MAU;BOM;BOM;BOM;
795901433;2020-09-01 00:00:00 UTC;SC;4280;Até 25%;0;0;0;0;0;897;743;828;861;BOM;BOM;BOM;BOM;
637700120;2020-08-01 00:00:00 UTC;RJ;4024;Até 25%;0;0;0;0;0;729;695;787;879;BOM;BOM;BOM;BOM;
1211804038;2020-10-01 00:00:00 UTC;TO;3492;Até 25%;0;0;0;0;0;186;620;345;607;BOM;BOM;;;
744020171;2020-09-01 00:00:00 UTC;MS;2047;Acima de 100%;0;9;1085;17;3580;117;199;250;554;MAU;MAU;MAU;MAU;
524681784;2020-10-01 00:00:00 UTC;RS;3303;Até 25%;0;0;0;0;0;609;597;656;699;BOM;MAU;;;
1085876280;2020-05-01 00:00:00 UTC;PR;1516;Até 25%;0;0;0;0;0;387;586;345;657;BOM;BOM;BOM;BOM;BOM
506048373;2020-10-01 00:00:00 UTC;GO;1354;26 a 50%;0;2;455;0;0;3;220;180;608;BOM;MAU;;;
732085045;2020-09-01 00:00:00 UTC;MG;4281;Até 25%;0;0;0;0;0;868;662;726;790;BOM;BOM;BOM;BOM;
771056885;2020-05-01 00:00:00 UTC;RJ;1164;Até 25%;0;0;0;0;0;587;627;606;639;BOM;BOM;BOM;BOM;BOM
563653624;2020-06-01 00:00:00 UTC;RS;2391;Até 25%;0;0;0;0;0;742;617;611;867;BOM;BOM;BOM;BOM;BOM
397414369;2020-08-01 00:00:00 UTC;GO;4534;Até 25%;0;0;0;0;0;515;645;519;656;BOM;BOM;BOM;BOM;
577293768;2020-07-01 00:00:00 UTC;SC;3566;Até 25%;0;0;0;0;0;758;675;778;892;BOM;BOM;BOM;BOM;
657429614;2020-07-01 00:00:00 UTC;TO;4333;Até 25%;0;0;0;0;0;541;582;531;706;BOM;BOM;BOM;BOM;
835238634;2020-06-01 00:00:00 UTC;GO;4664;Até 25%;0;0;0;0;0;581;638;487;700;BOM;BOM;BOM;BOM;MAU
960070309;2020-06-01 00:00:00 UTC;MG;3492;Até 25%;0;0;0;0;0;326;610;569;697;BOM;BOM;BOM;BOM;BOM
334937638;2020-07-01 00:00:00 UTC;MS;1490;Até 25%;0;0;0;0;0;585;647;587;746;BOM;BOM;BOM;BOM;
69076617;2020-06-01 00:00:00 UTC;MS;3366;Até 25%;0;0;0;0;0;662;702;800;713;BOM;BOM;BOM;BOM;BOM
1009028683;2020-05-01 00:00:00 UTC;RS;1704;Acima de 100%;1;1;1722;0;0;201;195;266;536;BOM;BOM;BOM;BOM;BOM
336155508;2020-09-01 00:00:00 UTC;SP;4277;Até 25%;0;0;0;0;0;683;664;732;799;MAU;MAU;MAU;BOM;
371960886;2020-08-01 00:00:00 UTC;SP;4664;26 a 50%;10;7;852;0;0;136;104;266;597;BOM;BOM;BOM;BOM;
643545896;2020-07-01 00:00:00 UTC;BA;1739;Acima de 100%;0;2;28579;2;1575;201;217;297;653;BOM;BOM;BOM;BOM;
20361817;2020-05-01 00:00:00 UTC;RS;3371;Acima de 100%;0;3;6609;0;0;2;202;211;594;BOM;BOM;BOM;BOM;MAU
692260696;2020-09-01 00:00:00 UTC;PR;1340;Até 25%;0;1;204;0;0;201;229;274;469;BOM;BOM;BOM;BOM;
16221059;2020-05-01 00:00:00 UTC;SP;1162;Até 25%;0;0;0;0;0;392;595;450;551;BOM;BOM;BOM;BOM;BOM
433219747;2020-10-01 00:00:00 UTC;MG;4013;Acima de 100%;0;3;28642;0;0;158;223;266;657;BOM;BOM;;;
183678184;2020-08-01 00:00:00 UTC;SC;3492;51 a 75%;0;1;545;0;0;39;223;141;625;BOM;MAU;MAU;MAU;
153962156;2020-05-01 00:00:00 UTC;SP;1734;Até 25%;0;0;0;0;0;480;604;389;588;BOM;BOM;BOM;BOM;BOM
9157413;2020-08-01 00:00:00 UTC;RJ;2392;Até 25%;0;0;0;0;0;643;637;622;813;MAU;MAU;MAU;MAU;
892722098;2020-09-01 00:00:00 UTC;MS;1278;76 a 100%;0;2;1896;1;165;102;224;235;588;BOM;BOM;BOM;BOM;
852532388;2020-06-01 00:00:00 UTC;TO;4017;Até 25%;0;0;0;0;0;314;595;409;668;BOM;BOM;BOM;BOM;BOM
954224533;2020-07-01 00:00:00 UTC;BA;3492;26 a 50%;0;0;0;1;663;211;223;250;526;BOM;BOM;BOM;BOM;
1107310792;2020-09-01 00:00:00 UTC;PR;3387;Até 25%;0;0;0;0;0;900;682;761;957;BOM;BOM;BOM;BOM;
468659764;2020-09-01 00:00:00 UTC;GO;3492;26 a 50%;0;2;561;0;0;121;234;203;656;BOM;BOM;BOM;BOM;
105247356;2020-07-01 00:00:00 UTC;MG;3492;51 a 75%;0;4;939;0;0;2;247;188;531;MAU;MAU;MAU;BOM;
367089406;2020-05-01 00:00:00 UTC;MS;3366;Até 25%;0;1;132;0;0;162;563;203;579;BOM;MAU;MAU;BOM;BOM
229470096;2020-06-01 00:00:00 UTC;MS;1964;Até 25%;0;0;0;0;0;819;749;828;699;BOM;BOM;BOM;BOM;BOM
707118710;2020-08-01 00:00:00 UTC;SP;3492;Até 25%;0;0;0;0;0;398;613;313;634;BOM;BOM;BOM;BOM;
241527009;2020-09-01 00:00:00 UTC;TO;3046;Até 25%;0;0;0;0;0;553;638;591;816;BOM;BOM;BOM;BOM;
1119611279;2020-06-01 00:00:00 UTC;SP;3492;Até 25%;0;0;0;0;0;449;587;368;665;MAU;MAU;MAU;MAU;MAU
322515364;2020-09-01 00:00:00 UTC;SP;4544;Até 25%;0;0;0;0;0;746;643;739;794;BOM;MAU;MAU;MAU;
480107742;2020-06-01 00:00:00 UTC;PR;3440;Até 25%;0;0;0;0;0;909;693;680;929;BOM;BOM;BOM;BOM;BOM
781530567;2020-05-01 00:00:00 UTC;SC;3492;Até 25%;0;2;336;0;0;51;204;148;593;BOM;BOM;BOM;BOM;BOM
675575877;2020-09-01 00:00:00 UTC;SC;3492;Até 25%;0;0;0;0;0;744;687;694;790;BOM;BOM;BOM;BOM;
110118836;2020-05-01 00:00:00 UTC;BA;3492;Acima de 100%;0;2;967;0;0;135;213;188;586;BOM;BOM;BOM;BOM;BOM
735373294;2020-05-01 00:00:00 UTC;SP;3042;Até 25%;0;0;23;1;104;198;266;274;542;BOM;MAU;MAU;MAU;MAU
351257096;2020-07-01 00:00:00 UTC;RJ;3492;76 a 100%;0;2;1016;0;0;2;187;164;529;BOM;BOM;BOM;BOM;
976998702;2020-05-01 00:00:00 UTC;RS;3367;Até 25%;0;0;0;0;0;321;601;314;721;BOM;BOM;BOM;BOM;BOM
896132134;2020-09-01 00:00:00 UTC;SC;3367;Até 25%;0;0;0;0;0;475;612;734;664;BOM;BOM;BOM;BOM;
1016214116;2020-06-01 00:00:00 UTC;SP;4605;Até 25%;0;0;0;0;0;933;661;855;799;BOM;BOM;BOM;BOM;BOM
736347590;2020-10-01 00:00:00 UTC;RJ;3368;Até 25%;0;0;0;0;0;480;653;535;709;BOM;BOM;;;
557686061;2020-10-01 00:00:00 UTC;TO;3366;Até 25%;0;0;0;0;0;338;591;228;619;BOM;BOM;;;
341392349;2020-06-01 00:00:00 UTC;GO;3492;26 a 50%;0;1;369;0;0;65;227;227;599;BOM;MAU;MAU;MAU;MAU
1169665736;2020-08-01 00:00:00 UTC;MG;1452;Até 25%;0;0;0;0;0;401;602;584;729;MAU;BOM;BOM;BOM;
708214793;2020-09-01 00:00:00 UTC;TO;1372;Até 25%;0;0;0;0;0;332;632;547;722;BOM;BOM;BOM;BOM;
481934547;2020-10-01 00:00:00 UTC;MS;3367;Até 25%;0;0;0;0;0;642;644;584;763;BOM;BOM;;;
1148840159;2020-05-01 00:00:00 UTC;GO;1185;Acima de 100%;0;3;5570;0;0;92;231;266;531;BOM;BOM;BOM;BOM;BOM
219361775;2020-05-01 00:00:00 UTC;TO;3368;Até 25%;0;0;0;0;0;543;635;647;697;BOM;BOM;BOM;BOM;BOM
266493344;2020-06-01 00:00:00 UTC;TO;3368;Até 25%;0;0;0;0;0;689;632;723;767;BOM;BOM;BOM;BOM;BOM
464031858;2020-05-01 00:00:00 UTC;RS;1322;Até 25%;0;0;0;0;0;494;653;513;786;BOM;BOM;BOM;BOM;BOM
962018901;2020-05-01 00:00:00 UTC;RJ;3370;Até 25%;0;0;0;0;0;680;631;785;713;BOM;BOM;BOM;BOM;BOM
328848288;2020-09-01 00:00:00 UTC;RS;2639;Até 25%;0;0;0;0;0;739;692;684;833;BOM;BOM;BOM;BOM;
174909520;2020-10-01 00:00:00 UTC;BA;4280;Acima de 100%;0;1;11496;0;0;269;235;321;751;BOM;BOM;;;
26572954;2020-05-01 00:00:00 UTC;TO;3331;Acima de 100%;0;1;36187;0;0;159;237;290;753;BOM;BOM;MAU;MAU;MAU
181729592;2020-07-01 00:00:00 UTC;SC;1526;Até 25%;0;1;141;0;0;2;231;203;510;BOM;BOM;BOM;BOM;
563288263;2020-05-01 00:00:00 UTC;BA;2391;Acima de 100%;9;2;12062;0;0;123;135;219;610;BOM;MAU;MAU;MAU;MAU
38629867;2020-09-01 00:00:00 UTC;RJ;1245;26 a 50%;0;1;736;0;0;201;207;258;651;BOM;BOM;BOM;BOM;
1084901984;2020-09-01 00:00:00 UTC;MS;4278;Até 25%;0;0;0;0;0;819;654;688;806;BOM;BOM;BOM;BOM;
386331752;2020-08-01 00:00:00 UTC;BA;3433;Até 25%;0;0;0;0;0;630;586;741;936;BOM;BOM;BOM;BOM;
737930821;2020-05-01 00:00:00 UTC;SP;3366;Até 25%;0;0;0;0;0;645;674;635;730;BOM;BOM;BOM;BOM;MAU
589472468;2020-06-01 00:00:00 UTC;SP;1778;26 a 50%;0;8;1316;0;0;199;215;266;552;BOM;BOM;BOM;BOM;BOM
551231350;2020-10-01 00:00:00 UTC;MG;4151;Até 25%;0;0;0;0;0;778;770;708;877;BOM;BOM;;;
73582736;2020-09-01 00:00:00 UTC;RS;3366;Até 25%;0;0;0;0;0;677;678;720;801;BOM;BOM;BOM;BOM;
908189047;2020-07-01 00:00:00 UTC;MG;1506;Até 25%;0;0;0;0;0;452;631;444;687;BOM;BOM;BOM;BOM;
370986590;2020-09-01 00:00:00 UTC;TO;2571;26 a 50%;0;1;1194;0;0;245;247;266;557;MAU;MAU;MAU;MAU;
336520869;2020-07-01 00:00:00 UTC;GO;3626;Até 25%;0;0;0;0;0;719;695;778;823;MAU;MAU;MAU;MAU;
1147013354;2020-07-01 00:00:00 UTC;RS;2518;Acima de 100%;0;6;2569;0;0;95;250;203;570;BOM;BOM;MAU;MAU;
148725315;2020-08-01 00:00:00 UTC;RS;1134;Até 25%;0;0;0;0;0;270;612;373;587;BOM;BOM;BOM;BOM;
142757752;2020-07-01 00:00:00 UTC;MG;2391;Até 25%;0;0;0;0;0;628;655;762;796;BOM;BOM;BOM;BOM;
488876406;2020-08-01 00:00:00 UTC;SP;2392;Até 25%;0;0;0;0;0;435;558;346;550;MAU;MAU;MAU;MAU;
309118794;2020-05-01 00:00:00 UTC;MG;2518;Até 25%;0;0;0;0;0;363;524;360;621;BOM;BOM;BOM;BOM;MAU
294504354;2020-05-01 00:00:00 UTC;TO;1404;Acima de 100%;0;2;9773;0;0;48;221;180;548;BOM;MAU;MAU;MAU;MAU
796632155;2020-07-01 00:00:00 UTC;RS;1266;Até 25%;0;0;0;0;0;626;677;558;703;BOM;BOM;BOM;BOM;
802965079;2020-07-01 00:00:00 UTC;MG;1338;Acima de 100%;0;-6;0;21;51330;208;196;266;667;BOM;MAU;MAU;MAU;
663518964;2020-09-01 00:00:00 UTC;MG;6736;Acima de 100%;0;3;51869;0;0;225;249;345;718;BOM;MAU;MAU;MAU;
246520276;2020-05-01 00:00:00 UTC;RS;2210;Até 25%;0;0;0;0;0;461;595;479;653;BOM;BOM;BOM;BOM;BOM
189158599;2020-08-01 00:00:00 UTC;TO;2391;Até 25%;0;0;0;0;0;171;613;356;600;BOM;BOM;BOM;BOM;
324585743;2020-09-01 00:00:00 UTC;RS;3690;Acima de 100%;3;2;10465;0;0;193;98;290;680;MAU;MAU;MAU;BOM;
36681275;2020-05-01 00:00:00 UTC;TO;3365;Até 25%;0;0;0;0;0;489;666;616;691;BOM;BOM;BOM;BOM;BOM
431027581;2020-08-01 00:00:00 UTC;GO;1061;Até 25%;0;0;0;0;0;560;609;514;575;BOM;BOM;BOM;BOM;
888703127;2020-06-01 00:00:00 UTC;PR;1396;26 a 50%;0;1;550;0;0;250;250;329;574;BOM;BOM;BOM;BOM;BOM
1196946024;2020-06-01 00:00:00 UTC;RS;1133;Até 25%;0;0;0;0;0;287;621;295;591;BOM;BOM;MAU;MAU;MAU
662179307;2020-06-01 00:00:00 UTC;RJ;4410;Até 25%;0;0;0;0;0;917;765;796;909;BOM;BOM;BOM;BOM;BOM
150064972;2020-08-01 00:00:00 UTC;PR;3492;76 a 100%;0;2;525;6;734;70;246;243;598;BOM;MAU;MAU;MAU;
22919344;2020-10-01 00:00:00 UTC;MS;3492;Acima de 100%;0;2;2664;0;0;47;214;203;634;BOM;BOM;;;
41552755;2020-10-01 00:00:00 UTC;MG;3753;Até 25%;0;1;82;0;0;220;235;250;684;MAU;MAU;;;
215829952;2020-08-01 00:00:00 UTC;MG;1429;26 a 50%;0;1;434;0;0;89;238;203;618;BOM;MAU;MAU;MAU;
541001242;2020-07-01 00:00:00 UTC;MS;1522;26 a 50%;0;0;0;1;350;39;268;188;559;BOM;BOM;BOM;BOM;
60307953;2020-05-01 00:00:00 UTC;MG;3492;Até 25%;0;0;0;0;0;910;691;740;833;BOM;BOM;BOM;BOM;BOM
739270478;2020-09-01 00:00:00 UTC;SC;3365;Até 25%;0;0;0;0;0;621;613;529;732;MAU;MAU;MAU;MAU;
540635881;2020-06-01 00:00:00 UTC;SP;3366;Até 25%;0;0;0;0;0;426;719;688;830;BOM;BOM;BOM;BOM;BOM
836578291;2020-08-01 00:00:00 UTC;MS;1135;51 a 75%;0;3;1122;0;0;158;225;243;567;BOM;BOM;BOM;BOM;
345898468;2020-09-01 00:00:00 UTC;RJ;1497;Acima de 100%;0;1;1432;0;0;39;217;203;533;MAU;MAU;MAU;MAU;
957999930;2020-05-01 00:00:00 UTC;RJ;2955;Até 25%;0;0;0;0;0;945;682;864;868;BOM;BOM;BOM;BOM;BOM
937052566;2020-06-01 00:00:00 UTC;MS;4555;Até 25%;0;0;0;0;0;808;671;816;868;BOM;BOM;BOM;BOM;BOM
311676321;2020-10-01 00:00:00 UTC;MG;3888;Até 25%;0;0;0;0;0;657;662;603;779;BOM;BOM;;;
943020129;2020-09-01 00:00:00 UTC;GO;4550;Até 25%;0;0;0;0;0;893;733;874;851;BOM;BOM;BOM;BOM;
854602767;2020-08-01 00:00:00 UTC;BA;1658;Até 25%;0;0;0;0;0;411;515;368;662;BOM;BOM;MAU;BOM;
602503677;2020-07-01 00:00:00 UTC;RJ;3047;Até 25%;0;0;0;0;0;807;651;837;919;BOM;BOM;BOM;BOM;
52757159;2020-06-01 00:00:00 UTC;RS;3492;Acima de 100%;0;5;6562;0;0;3;207;235;579;BOM;BOM;BOM;BOM;BOM
711746616;2020-05-01 00:00:00 UTC;MG;1445;Até 25%;0;0;0;0;0;467;610;454;614;BOM;BOM;BOM;BOM;BOM
809419790;2020-07-01 00:00:00 UTC;TO;3492;Até 25%;0;0;0;0;0;738;647;727;782;BOM;BOM;BOM;BOM;
446738104;2020-07-01 00:00:00 UTC;RS;4017;Até 25%;0;0;0;0;0;683;634;678;700;MAU;MAU;MAU;BOM;
251269969;2020-10-01 00:00:00 UTC;SP;1346;76 a 100%;0;6;1072;0;0;2;206;196;561;BOM;MAU;;;
532597939;2020-09-01 00:00:00 UTC;SP;1042;Até 25%;0;0;0;0;0;247;563;231;615;BOM;BOM;BOM;BOM;
245058832;2020-07-01 00:00:00 UTC;SP;4404;Acima de 100%;1;15;12325;0;0;170;204;274;594;BOM;BOM;BOM;BOM;
171134123;2020-08-01 00:00:00 UTC;MS;3492;Até 25%;0;0;0;0;0;666;688;693;716;BOM;BOM;BOM;BOM;
39604163;2020-07-01 00:00:00 UTC;SC;1137;Até 25%;0;0;0;0;0;759;609;719;816;BOM;BOM;BOM;BOM;
268441936;2020-10-01 00:00:00 UTC;RS;1045;Até 25%;0;0;0;0;0;306;650;476;532;BOM;BOM;;;
439552671;2020-08-01 00:00:00 UTC;BA;3429;51 a 75%;0;1;1509;0;0;220;200;282;583;BOM;BOM;BOM;BOM;
613464507;2020-09-01 00:00:00 UTC;SP;1455;Até 25%;0;0;0;0;0;270;628;290;561;BOM;BOM;BOM;BOM;
