Nº do cliente;Safra;Estado;Renda Mensal;Endividamento;Quantidade de Cheques sem Fundo;Quantidade de Restritivos;Valor dos Restritivos;Quantidade de Protestos;Valor dos Protestos;Modelo Score 1;Modelo Score 2;Modelo Score 3;Modelo Score 4;Performance 30D3M EVER;Performance 60D6M EVER;Performance 60D9M EVER;Performance 90D9M EVER;Performance 90D12M EVER
70172700;2020-10-01 00:00:00 UTC;BA;1359;Até 25%;0;0;0;0;0;859;691;848;779;BOM;BOM;;;
782383076;2020-09-01 00:00:00 UTC;SP;3366;Acima de 100%;0;1;6635;1;130;89;264;219;572;BOM;BOM;MAU;MAU;
799311469;2020-08-01 00:00:00 UTC;MS;3429;Acima de 100%;0;1;119947;0;0;326;271;384;756;BOM;BOM;MAU;BOM;
1105727561;2020-07-01 00:00:00 UTC;SC;1513;Até 25%;0;0;0;0;0;507;649;534;737;BOM;BOM;BOM;BOM;
255167153;2020-09-01 00:00:00 UTC;PR;3366;Até 25%;0;0;0;0;0;505;658;469;754;BOM;BOM;MAU;BOM;
379511680;2020-08-01 00:00:00 UTC;TO;1158;Até 25%;0;0;0;0;0;807;708;878;764;BOM;BOM;BOM;BOM;
252122478;2020-06-01 00:00:00 UTC;MG;1177;Até 25%;0;0;0;0;0;685;692;679;764;BOM;BOM;BOM;BOM;BOM
895766773;2020-06-01 00:00:00 UTC;RS;1467;Até 25%;0;1;159;0;0;211;277;219;626;BOM;BOM;MAU;MAU;MAU
270268741;2020-05-01 00:00:00 UTC;SC;4274;Acima de 100%;0;12;1990;0;0;250;235;297;680;MAU;MAU;MAU;MAU;MAU
1075037237;2020-07-01 00:00:00 UTC;MG;4274;Até 25%;0;0;0;0;0;672;615;629;695;BOM;BOM;BOM;BOM;
1000990741;2020-08-01 00:00:00 UTC;BA;3365;Acima de 100%;0;11;3730;0;0;189;225;219;653;MAU;MAU;MAU;MAU;
866050745;2020-05-01 00:00:00 UTC;SP;1153;Até 25%;0;0;0;0;0;588;693;495;626;BOM;BOM;BOM;BOM;BOM
996971770;2020-05-01 00:00:00 UTC;MS;4147;76 a 100%;0;4;1340;0;0;215;216;219;667;BOM;BOM;BOM;BOM;BOM
654506726;2020-06-01 00:00:00 UTC;SC;3366;Até 25%;0;0;0;0;0;366;653;521;690;BOM;BOM;BOM;BOM;BOM
808080133;2020-08-01 00:00:00 UTC;MG;1531;26 a 50%;0;1;329;0;0;47;221;156;474;BOM;BOM;BOM;BOM;
1199503551;2020-08-01 00:00:00 UTC;SC;1159;76 a 100%;0;1;997;0;0;92;220;203;684;MAU;MAU;MAU;MAU;
979799803;2020-08-01 00:00:00 UTC;MG;1334;Até 25%;0;0;0;0;0;542;672;456;658;BOM;BOM;BOM;BOM;
899542170;2020-08-01 00:00:00 UTC;RJ;4013;Até 25%;0;0;0;0;0;720;722;797;781;BOM;BOM;BOM;BOM;
1074184728;2020-05-01 00:00:00 UTC;PR;3304;Até 25%;0;0;0;0;0;745;641;669;798;MAU;BOM;BOM;BOM;BOM
1056647400;2020-10-01 00:00:00 UTC;SC;3492;Acima de 100%;2;9;6198;0;0;99;110;203;518;MAU;MAU;;;
398997600;2020-05-01 00:00:00 UTC;MG;2253;51 a 75%;0;3;768;0;0;167;238;274;595;BOM;BOM;BOM;BOM;BOM
278063109;2020-06-01 00:00:00 UTC;BA;4143;Até 25%;0;3;18;0;0;248;236;227;668;BOM;MAU;MAU;MAU;MAU
982479117;2020-07-01 00:00:00 UTC;GO;3169;Acima de 100%;0;1;20738;0;0;175;241;282;714;BOM;BOM;BOM;BOM;
348943143;2020-06-01 00:00:00 UTC;RS;3367;Até 25%;0;0;0;0;0;493;679;624;699;BOM;BOM;BOM;BOM;BOM
267954788;2020-05-01 00:00:00 UTC;PR;1503;Acima de 100%;40;3;1260;0;0;4;98;188;409;BOM;BOM;BOM;BOM;BOM
721611363;2020-10-01 00:00:00 UTC;SC;4521;Acima de 100%;0;4;26611;0;0;194;256;352;744;MAU;MAU;;;
121445027;2020-05-01 00:00:00 UTC;SC;3492;Até 25%;0;0;0;0;0;599;673;629;735;BOM;BOM;BOM;BOM;BOM
94651887;2020-10-01 00:00:00 UTC;RS;4280;Até 25%;0;0;0;0;0;558;576;597;720;MAU;MAU;;;
635020806;2020-09-01 00:00:00 UTC;MS;2391;Até 25%;0;0;0;0;0;733;652;654;738;MAU;MAU;MAU;BOM;
1126309564;2020-07-01 00:00:00 UTC;BA;2391;Acima de 100%;0;1;1500;0;0;243;226;313;696;BOM;BOM;MAU;BOM;
428835415;2020-07-01 00:00:00 UTC;TO;3492;Até 25%;0;0;0;0;0;533;680;662;711;BOM;BOM;BOM;BOM;
1106214709;2020-08-01 00:00:00 UTC;RS;1527;Até 25%;0;0;0;0;0;366;658;469;649;BOM;BOM;BOM;BOM;
648173802;2020-09-01 00:00:00 UTC;GO;4664;Até 25%;0;0;0;0;0;884;771;881;869;BOM;BOM;BOM;BOM;
1177094743;2020-10-01 00:00:00 UTC;SP;3365;26 a 50%;0;1;565;0;0;185;210;243;529;BOM;BOM;;;
306804841;2020-06-01 00:00:00 UTC;BA;3367;Até 25%;0;0;0;0;0;435;631;523;635;BOM;BOM;BOM;BOM;BOM
1009881192;2020-07-01 00:00:00 UTC;GO;1346;Até 25%;0;0;0;0;0;477;618;481;602;BOM;BOM;BOM;BOM;
765332896;2020-05-01 00:00:00 UTC;GO;3116;Até 25%;0;0;0;0;0;719;698;803;757;BOM;BOM;BOM;BOM;BOM
1114009077;2020-10-01 00:00:00 UTC;BA;3367;Até 25%;0;0;0;0;0;539;610;259;675;BOM;BOM;;;
670339036;2020-09-01 00:00:00 UTC;MG;4404;76 a 100%;0;2;1681;0;0;274;226;305;624;MAU;BOM;BOM;BOM;
875062983;2020-05-01 00:00:00 UTC;BA;3367;Até 25%;0;0;0;0;0;567;667;659;788;BOM;BOM;BOM;BOM;BOM
644885553;2020-10-01 00:00:00 UTC;BA;4013;26 a 50%;0;1;106;1;299;50;267;297;581;BOM;BOM;;;
1051045198;2020-07-01 00:00:00 UTC;SC;1797;Até 25%;0;0;0;0;0;597;620;511;694;BOM;BOM;MAU;MAU;
26451167;2020-09-01 00:00:00 UTC;RS;4277;Acima de 100%;0;1;1983;0;0;161;270;266;584;BOM;BOM;BOM;BOM;
415073484;2020-06-01 00:00:00 UTC;TO;3492;Até 25%;0;0;0;0;0;715;663;699;676;BOM;BOM;BOM;BOM;BOM
780678058;2020-07-01 00:00:00 UTC;SP;3370;Até 25%;0;0;0;0;0;423;624;126;629;MAU;MAU;MAU;MAU;
477793789;2020-06-01 00:00:00 UTC;SP;1322;Até 25%;0;0;0;0;0;421;648;381;601;BOM;BOM;BOM;BOM;BOM
1133860358;2020-05-01 00:00:00 UTC;RS;2518;Acima de 100%;0;4;49617;0;0;190;235;282;695;BOM;MAU;MAU;MAU;MAU
106099865;2020-09-01 00:00:00 UTC;RJ;4280;Até 25%;0;0;0;0;0;738;635;754;873;BOM;BOM;BOM;BOM;
1217284453;2020-07-01 00:00:00 UTC;SC;1145;76 a 100%;0;1;531;0;0;2;508;172;571;BOM;BOM;BOM;BOM;
1085145558;2020-09-01 00:00:00 UTC;MG;1533;Até 25%;0;0;0;0;0;366;674;505;604;BOM;BOM;BOM;BOM;
219118201;2020-06-01 00:00:00 UTC;RS;4438;Até 25%;0;0;0;0;0;779;640;653;715;BOM;BOM;BOM;BOM;BOM
319105328;2020-07-01 00:00:00 UTC;RJ;3367;Até 25%;1;0;0;0;0;352;576;793;649;BOM;BOM;BOM;BOM;
570473696;2020-07-01 00:00:00 UTC;RS;4018;Até 25%;0;0;0;0;0;638;591;544;792;BOM;BOM;BOM;BOM;
81742465;2020-07-01 00:00:00 UTC;BA;1333;Até 25%;0;0;0;0;0;294;637;617;642;BOM;BOM;BOM;BOM;
3676998;2020-09-01 00:00:00 UTC;SP;1060;26 a 50%;0;1;371;0;0;61;242;196;667;MAU;BOM;BOM;BOM;
141661669;2020-08-01 00:00:00 UTC;RS;2518;Acima de 100%;0;2;5419;0;0;2;246;196;513;BOM;BOM;BOM;BOM;
460987183;2020-06-01 00:00:00 UTC;SC;2393;Até 25%;0;0;0;0;0;520;657;523;728;BOM;BOM;BOM;BOM;BOM
432732599;2020-07-01 00:00:00 UTC;RS;3492;Até 25%;0;0;0;0;0;532;599;555;749;BOM;MAU;MAU;MAU;
1049705541;2020-07-01 00:00:00 UTC;RJ;3303;Até 25%;0;0;0;0;0;748;666;721;862;BOM;BOM;BOM;BOM;
1077838338;2020-05-01 00:00:00 UTC;SP;1237;26 a 50%;0;2;632;0;0;250;246;274;677;BOM;BOM;BOM;BOM;MAU
382069207;2020-07-01 00:00:00 UTC;MS;1488;51 a 75%;0;1;457;0;0;87;252;180;634;BOM;BOM;BOM;BOM;
374153052;2020-07-01 00:00:00 UTC;RS;4143;Acima de 100%;0;2;9463;2;3068;251;254;329;696;MAU;MAU;MAU;MAU;
749622373;2020-07-01 00:00:00 UTC;MG;3492;Até 25%;0;0;0;0;0;533;671;609;774;BOM;BOM;BOM;BOM;
924143144;2020-07-01 00:00:00 UTC;SP;1314;Até 25%;0;0;0;0;0;666;700;758;719;BOM;BOM;BOM;BOM;
886145600;2020-05-01 00:00:00 UTC;RS;3492;Acima de 100%;0;8;11276;0;0;56;240;282;638;BOM;BOM;MAU;MAU;MAU
1171127180;2020-06-01 00:00:00 UTC;MS;2393;Acima de 100%;0;1;1129;0;0;87;254;243;602;BOM;BOM;BOM;BOM;BOM
679960209;2020-08-01 00:00:00 UTC;GO;1462;Até 25%;0;0;0;0;0;498;624;463;477;BOM;BOM;BOM;BOM;
276114517;2020-06-01 00:00:00 UTC;SP;3372;Até 25%;0;0;0;0;0;943;778;837;805;BOM;BOM;BOM;BOM;BOM
1021450957;2020-06-01 00:00:00 UTC;BA;3190;Até 25%;0;0;0;0;0;829;713;733;734;BOM;BOM;BOM;BOM;BOM
33758387;2020-08-01 00:00:00 UTC;RJ;3378;Até 25%;0;0;0;0;0;961;753;853;839;BOM;BOM;BOM;BOM;
8792052;2020-10-01 00:00:00 UTC;PR;4143;26 a 50%;0;1;347;0;0;201;236;258;626;BOM;BOM;;;
394491481;2020-06-01 00:00:00 UTC;MG;3366;Até 25%;0;0;0;0;0;422;644;535;702;BOM;BOM;BOM;BOM;BOM
558051422;2020-07-01 00:00:00 UTC;RJ;3492;Até 25%;0;0;0;0;0;567;687;704;711;BOM;BOM;BOM;BOM;
542706260;2020-07-01 00:00:00 UTC;MS;1117;Até 25%;0;0;0;0;0;471;658;469;672;BOM;BOM;BOM;BOM;
1212778334;2020-10-01 00:00:00 UTC;RS;3492;Até 25%;0;0;0;0;0;723;687;681;757;BOM;BOM;;;
179659213;2020-09-01 00:00:00 UTC;TO;4143;Até 25%;0;0;0;0;0;929;707;855;846;BOM;BOM;BOM;BOM;
201215512;2020-08-01 00:00:00 UTC;MS;1111;51 a 75%;0;2;480;0;0;51;208;180;507;BOM;BOM;BOM;BOM;
1363045;2020-05-01 00:00:00 UTC;RS;1306;Até 25%;0;0;0;0;0;552;1;322;616;BOM;BOM;BOM;BOM;BOM
951910580;2020-06-01 00:00:00 UTC;GO;1359;Até 25%;0;0;0;0;0;366;1;322;575;BOM;BOM;BOM;BOM;BOM
157250405;2020-07-01 00:00:00 UTC;BA;2222;Até 25%;0;0;0;0;0;828;729;710;765;BOM;BOM;BOM;BOM;
1065416064;2020-05-01 00:00:00 UTC;BA;1380;Até 25%;0;0;0;0;0;560;1;370;598;BOM;BOM;BOM;BOM;BOM
416900289;2020-06-01 00:00:00 UTC;MG;5798;Até 25%;0;0;0;0;0;866;663;823;939;BOM;BOM;BOM;BOM;BOM
1118636983;2020-06-01 00:00:00 UTC;SC;4414;Até 25%;0;0;0;0;0;787;706;771;854;BOM;BOM;BOM;BOM;BOM
761070351;2020-08-01 00:00:00 UTC;SP;3303;Até 25%;0;0;0;0;0;551;641;701;721;BOM;MAU;MAU;MAU;
928405689;2020-09-01 00:00:00 UTC;PR;3366;Até 25%;0;0;0;0;0;563;636;621;786;BOM;BOM;BOM;BOM;
454654259;2020-07-01 00:00:00 UTC;PR;2041;Até 25%;1;0;0;0;0;365;483;615;900;BOM;BOM;BOM;BOM;
644154831;2020-08-01 00:00:00 UTC;RS;4143;Até 25%;0;0;0;0;0;892;688;859;861;BOM;BOM;BOM;BOM;
842180493;2020-07-01 00:00:00 UTC;GO;3492;Até 25%;0;0;0;0;0;554;656;512;646;BOM;BOM;BOM;BOM;
499593662;2020-07-01 00:00:00 UTC;BA;1206;Até 25%;1;0;0;0;0;365;523;667;714;BOM;BOM;BOM;BOM;
1197189598;2020-05-01 00:00:00 UTC;SP;2518;Acima de 100%;0;1;3794;0;0;114;245;258;616;BOM;BOM;BOM;BOM;BOM
548430249;2020-05-01 00:00:00 UTC;SP;3374;Até 25%;0;0;0;0;0;744;717;650;803;BOM;BOM;BOM;BOM;BOM
885171304;2020-09-01 00:00:00 UTC;MS;3764;Até 25%;0;0;0;0;0;837;691;820;820;BOM;BOM;BOM;BOM;
1173441133;2020-06-01 00:00:00 UTC;BA;1531;Até 25%;0;0;0;0;0;633;696;613;728;BOM;BOM;BOM;BOM;BOM
736225803;2020-09-01 00:00:00 UTC;PR;4278;Até 25%;0;2;121;0;0;300;246;345;742;BOM;BOM;BOM;BOM;
322271790;2020-09-01 00:00:00 UTC;RS;4411;Até 25%;0;0;0;0;0;604;614;617;821;BOM;BOM;BOM;BOM;
49347123;2020-05-01 00:00:00 UTC;RJ;2103;Até 25%;0;0;0;0;0;741;779;880;755;BOM;BOM;BOM;BOM;BOM
1130206748;2020-05-01 00:00:00 UTC;BA;3367;Até 25%;0;1;43;0;0;400;311;329;738;BOM;BOM;BOM;BOM;BOM
822329212;2020-08-01 00:00:00 UTC;RJ;3369;Até 25%;0;0;0;0;0;586;695;624;715;BOM;BOM;BOM;BOM;
362583287;2020-07-01 00:00:00 UTC;PR;3492;Até 25%;0;0;0;0;0;879;686;835;819;BOM;BOM;BOM;BOM;
25842232;2020-08-01 00:00:00 UTC;TO;3369;Até 25%;0;0;0;0;0;936;757;804;843;BOM;BOM;BOM;BOM;
20240030;2020-07-01 00:00:00 UTC;MG;3429;Até 25%;0;0;0;0;0;918;706;879;847;BOM;BOM;BOM;BOM;
1028636390;2020-06-01 00:00:00 UTC;TO;3492;Até 25%;0;0;0;0;0;516;700;708;698;BOM;BOM;BOM;BOM;BOM
593978587;2020-07-01 00:00:00 UTC;SP;2394;Até 25%;0;0;0;0;0;537;665;613;784;BOM;BOM;BOM;BOM;
924021357;2020-08-01 00:00:00 UTC;MG;3365;Até 25%;0;0;0;0;0;669;663;694;729;BOM;BOM;BOM;BOM;
437238718;2020-09-01 00:00:00 UTC;GO;3883;Até 25%;0;0;0;0;0;660;696;779;780;BOM;BOM;MAU;MAU;
310823812;2020-09-01 00:00:00 UTC;PR;4404;Até 25%;0;1;371;0;0;161;215;297;658;BOM;BOM;BOM;BOM;
783722733;2020-09-01 00:00:00 UTC;RS;4664;Até 25%;0;0;0;0;0;848;729;788;761;BOM;BOM;BOM;BOM;
1189882378;2020-09-01 00:00:00 UTC;GO;1310;Até 25%;0;0;0;0;0;566;647;610;616;BOM;BOM;BOM;BOM;
1142385448;2020-07-01 00:00:00 UTC;TO;3044;Até 25%;0;0;0;0;0;840;705;820;854;BOM;BOM;BOM;BOM;
308753433;2020-07-01 00:00:00 UTC;GO;1300;Acima de 100%;0;6;1928;5;883;215;212;282;480;BOM;BOM;BOM;BOM;
423355000;2020-07-01 00:00:00 UTC;RS;2518;Acima de 100%;0;1;6440;0;0;135;234;266;678;BOM;BOM;BOM;BOM;
206086992;2020-05-01 00:00:00 UTC;SP;2391;Até 25%;0;0;0;0;0;567;676;679;738;BOM;BOM;BOM;BOM;BOM
1170152884;2020-09-01 00:00:00 UTC;MS;1227;Até 25%;0;0;0;0;0;505;1;322;616;BOM;BOM;BOM;BOM;
274774860;2020-09-01 00:00:00 UTC;SC;9619;Até 25%;0;0;0;0;0;812;761;820;818;BOM;BOM;BOM;BOM;
517252777;2020-07-01 00:00:00 UTC;BA;3366;Até 25%;0;0;0;0;0;400;672;494;739;BOM;BOM;BOM;BOM;
380973124;2020-09-01 00:00:00 UTC;GO;3365;Até 25%;0;0;0;0;0;612;680;585;771;BOM;BOM;BOM;BOM;
669121166;2020-06-01 00:00:00 UTC;RJ;1094;Acima de 100%;0;0;0;8;2312;67;211;211;588;BOM;MAU;MAU;MAU;MAU
987837745;2020-05-01 00:00:00 UTC;TO;1312;Até 25%;0;0;0;0;0;274;618;340;595;BOM;BOM;BOM;BOM;BOM
829880006;2020-07-01 00:00:00 UTC;BA;3277;Acima de 100%;22;6;31907;0;0;250;140;297;807;BOM;MAU;MAU;MAU;
1098054980;2020-08-01 00:00:00 UTC;SP;2518;Até 25%;0;0;0;0;0;782;654;722;759;BOM;BOM;BOM;BOM;
273191629;2020-06-01 00:00:00 UTC;MS;1501;Até 25%;0;0;0;0;0;471;671;456;661;MAU;MAU;MAU;MAU;MAU
1025835289;2020-06-01 00:00:00 UTC;RS;4664;Até 25%;0;0;0;0;0;824;695;844;788;BOM;BOM;BOM;BOM;BOM
855942424;2020-10-01 00:00:00 UTC;PR;3563;Até 25%;0;0;0;0;0;924;672;760;909;BOM;BOM;;;
444180577;2020-08-01 00:00:00 UTC;MG;4407;51 a 75%;0;3;1335;1;475;306;242;337;699;MAU;MAU;MAU;BOM;
645129127;2020-08-01 00:00:00 UTC;SP;4543;Até 25%;0;0;0;0;0;862;703;872;815;BOM;BOM;BOM;BOM;
469146912;2020-09-01 00:00:00 UTC;MS;2908;Até 25%;0;0;0;0;0;525;621;544;666;BOM;BOM;BOM;BOM;
140687373;2020-05-01 00:00:00 UTC;RS;4545;Até 25%;0;0;0;0;0;968;705;895;955;BOM;BOM;BOM;BOM;BOM
101350172;2020-09-01 00:00:00 UTC;MG;1322;Até 25%;0;0;0;0;0;366;650;487;726;BOM;BOM;BOM;BOM;
264422965;2020-09-01 00:00:00 UTC;BA;2019;51 a 75%;0;1;1561;0;0;277;246;321;758;BOM;BOM;BOM;BOM;
808445494;2020-10-01 00:00:00 UTC;RS;3492;Acima de 100%;0;3;9026;0;0;118;210;235;586;BOM;BOM;;;
987715958;2020-08-01 00:00:00 UTC;RS;3569;Até 25%;0;0;0;0;0;793;680;834;920;BOM;BOM;BOM;BOM;
870922225;2020-10-01 00:00:00 UTC;MS;4277;Até 25%;0;0;0;0;0;665;621;760;759;MAU;MAU;;;
669486527;2020-08-01 00:00:00 UTC;RS;3883;Até 25%;0;0;0;0;0;825;660;827;765;BOM;BOM;BOM;BOM;
1070652905;2020-09-01 00:00:00 UTC;MG;2392;Até 25%;0;0;0;0;0;549;682;498;624;MAU;BOM;BOM;BOM;
20970752;2020-07-01 00:00:00 UTC;RS;3371;Até 25%;0;0;0;0;0;722;675;632;701;MAU;MAU;MAU;MAU;
124489702;2020-10-01 00:00:00 UTC;MS;3492;Até 25%;0;0;0;0;0;724;709;731;826;BOM;BOM;;;
1045442996;2020-09-01 00:00:00 UTC;BA;3492;Até 25%;0;0;0;0;0;400;655;624;715;BOM;BOM;BOM;BOM;
70538061;2020-06-01 00:00:00 UTC;PR;3366;Até 25%;0;0;0;0;0;465;613;577;697;BOM;BOM;BOM;BOM;BOM
887607044;2020-06-01 00:00:00 UTC;RS;4404;Até 25%;0;0;0;0;0;837;714;869;845;BOM;BOM;BOM;BOM;BOM
1102317525;2020-09-01 00:00:00 UTC;SP;3366;Até 25%;0;0;0;0;0;604;622;570;810;BOM;BOM;BOM;BOM;
274653073;2020-08-01 00:00:00 UTC;TO;4020;Até 25%;0;0;0;0;0;849;672;720;778;BOM;BOM;BOM;BOM;
481569186;2020-09-01 00:00:00 UTC;SP;4017;Até 25%;0;1;121;0;0;250;274;352;871;MAU;MAU;MAU;MAU;
1137270394;2020-06-01 00:00:00 UTC;GO;3492;Até 25%;0;4;372;0;0;250;248;329;668;BOM;MAU;MAU;MAU;MAU
350039226;2020-07-01 00:00:00 UTC;SC;3367;Até 25%;0;0;0;0;0;758;698;758;815;BOM;BOM;BOM;BOM;
591299273;2020-07-01 00:00:00 UTC;MS;1437;Acima de 100%;0;3;1840;1;130;174;218;290;562;BOM;MAU;MAU;MAU;
482178121;2020-08-01 00:00:00 UTC;MS;4404;Até 25%;0;0;0;0;0;687;660;773;739;BOM;BOM;BOM;BOM;
530040412;2020-10-01 00:00:00 UTC;TO;3492;Até 25%;0;0;0;0;0;836;672;747;767;BOM;BOM;;;
1014509098;2020-10-01 00:00:00 UTC;SP;3690;Acima de 100%;0;3;12849;0;0;230;251;313;736;BOM;BOM;;;
577780916;2020-10-01 00:00:00 UTC;RS;1306;51 a 75%;0;2;724;0;0;2;224;211;470;BOM;BOM;;;
317156736;2020-09-01 00:00:00 UTC;GO;1127;Até 25%;0;0;0;0;0;616;684;498;758;BOM;BOM;BOM;BOM;
36072340;2020-09-01 00:00:00 UTC;GO;4284;Até 25%;0;0;0;0;0;885;697;720;759;BOM;BOM;BOM;BOM;
494235034;2020-08-01 00:00:00 UTC;MG;1290;Até 25%;0;0;0;0;0;539;668;545;728;BOM;BOM;BOM;BOM;
461108970;2020-07-01 00:00:00 UTC;RS;1248;Até 25%;0;0;0;0;0;837;708;791;761;BOM;BOM;BOM;BOM;
383530651;2020-10-01 00:00:00 UTC;TO;3303;Acima de 100%;0;1;8758;0;0;326;267;352;854;MAU;BOM;;;
680812718;2020-08-01 00:00:00 UTC;RS;3492;Até 25%;0;0;0;0;0;764;702;760;782;BOM;BOM;BOM;BOM;
397292582;2020-06-01 00:00:00 UTC;TO;3465;Até 25%;1;0;0;0;0;339;528;656;734;BOM;BOM;BOM;BOM;BOM
940827963;2020-06-01 00:00:00 UTC;TO;4664;Até 25%;0;0;0;0;0;539;624;579;719;BOM;BOM;BOM;BOM;BOM
1213143695;2020-07-01 00:00:00 UTC;SC;4283;Até 25%;0;0;0;0;0;817;701;856;792;BOM;BOM;BOM;BOM;
216804248;2020-07-01 00:00:00 UTC;MG;2392;Acima de 100%;0;2;45648;0;0;74;235;196;528;BOM;BOM;BOM;BOM;
375614496;2020-05-01 00:00:00 UTC;RS;2392;Até 25%;0;0;0;0;0;499;601;396;765;BOM;BOM;BOM;BOM;BOM
645616275;2020-08-01 00:00:00 UTC;PR;3492;Até 25%;0;0;0;0;0;518;654;421;703;BOM;BOM;BOM;BOM;
213881360;2020-08-01 00:00:00 UTC;MS;1085;51 a 75%;0;-1;0;12;1053;161;214;250;506;BOM;BOM;BOM;BOM;
133745514;2020-09-01 00:00:00 UTC;SP;5301;Acima de 100%;0;1;23053;0;0;205;217;313;575;BOM;MAU;MAU;MAU;
87222880;2020-07-01 00:00:00 UTC;PR;1531;Até 25%;0;0;0;0;0;851;634;828;857;BOM;BOM;BOM;BOM;
1034603953;2020-05-01 00:00:00 UTC;MS;1361;Acima de 100%;0;2;6336;0;0;136;225;258;600;BOM;BOM;BOM;BOM;BOM
242135944;2020-05-01 00:00:00 UTC;SP;4539;Até 25%;0;0;0;0;0;754;679;763;768;BOM;BOM;BOM;BOM;BOM
63961563;2020-05-01 00:00:00 UTC;SP;1064;Até 25%;0;2;689;0;0;177;220;274;610;BOM;BOM;BOM;BOM;BOM
813438761;2020-09-01 00:00:00 UTC;BA;4408;Até 25%;0;0;0;0;0;767;755;830;830;BOM;BOM;BOM;BOM;
848878778;2020-10-01 00:00:00 UTC;SC;1125;Até 25%;0;0;0;0;0;529;682;688;1;BOM;BOM;;;
1116079456;2020-08-01 00:00:00 UTC;RS;1491;Até 25%;0;0;0;0;0;740;668;700;800;BOM;BOM;BOM;BOM;
186844646;2020-09-01 00:00:00 UTC;GO;1107;Até 25%;0;-1;0;1;134;124;243;235;1;BOM;BOM;BOM;BOM;
277575961;2020-07-01 00:00:00 UTC;MS;1512;Acima de 100%;0;2;3023;0;0;179;238;297;541;BOM;BOM;BOM;BOM;
826469970;2020-07-01 00:00:00 UTC;TO;1380;Até 25%;0;0;0;0;0;437;632;437;554;BOM;BOM;BOM;BOM;
1179652270;2020-07-01 00:00:00 UTC;SP;1540;Até 25%;0;0;0;0;0;662;713;779;717;BOM;BOM;BOM;BOM;
1018893430;2020-08-01 00:00:00 UTC;SP;3492;Até 25%;0;0;0;0;0;674;681;658;725;BOM;BOM;BOM;BOM;
1133373210;2020-10-01 00:00:00 UTC;MS;1356;Até 25%;0;0;0;0;0;708;690;727;749;BOM;BOM;;;
1194753858;2020-05-01 00:00:00 UTC;RS;4404;Acima de 100%;0;4;14465;0;0;137;220;297;662;BOM;MAU;MAU;MAU;MAU
1129841387;2020-06-01 00:00:00 UTC;MG;4538;Até 25%;0;0;0;0;0;650;643;695;804;BOM;BOM;BOM;BOM;BOM
1068217165;2020-07-01 00:00:00 UTC;MG;1371;Até 25%;0;0;0;0;0;342;661;485;643;BOM;BOM;BOM;BOM;
1213996204;2020-07-01 00:00:00 UTC;RJ;1481;26 a 50%;0;2;442;0;0;69;219;282;606;BOM;BOM;BOM;BOM;
1150666964;2020-10-01 00:00:00 UTC;RJ;4274;51 a 75%;0;6;960;2;414;158;187;297;535;BOM;BOM;;;
29617629;2020-09-01 00:00:00 UTC;RS;3375;Até 25%;0;0;0;0;0;863;702;738;897;BOM;BOM;BOM;BOM;
768133997;2020-06-01 00:00:00 UTC;BA;3886;Até 25%;0;0;0;0;0;692;643;717;754;BOM;BOM;BOM;BOM;BOM
516765629;2020-07-01 00:00:00 UTC;RS;3373;Até 25%;0;0;0;0;0;649;662;707;790;BOM;BOM;BOM;BOM;
626130355;2020-07-01 00:00:00 UTC;PR;4147;51 a 75%;10;1;1228;0;0;277;169;352;702;BOM;MAU;MAU;MAU;
1026809585;2020-07-01 00:00:00 UTC;BA;3492;Até 25%;0;0;0;0;0;642;678;648;744;BOM;MAU;MAU;MAU;
1143968679;2020-07-01 00:00:00 UTC;RS;3370;Até 25%;0;0;0;0;0;444;604;397;712;BOM;BOM;BOM;BOM;
449539205;2020-07-01 00:00:00 UTC;BA;3366;Até 25%;0;0;0;0;0;571;678;787;765;BOM;BOM;BOM;BOM;
360756482;2020-05-01 00:00:00 UTC;RS;1168;Até 25%;0;0;0;1;281;245;239;297;706;BOM;MAU;MAU;MAU;MAU
985767366;2020-06-01 00:00:00 UTC;BA;3492;26 a 50%;0;4;276;0;0;16;225;219;555;BOM;BOM;BOM;BOM;BOM
543680556;2020-08-01 00:00:00 UTC;RS;1217;Até 25%;11;0;0;0;0;328;426;554;676;MAU;MAU;MAU;MAU;
925969949;2020-06-01 00:00:00 UTC;PR;1223;76 a 100%;0;6;1306;0;0;133;207;321;460;BOM;BOM;BOM;BOM;BOM
515791333;2020-06-01 00:00:00 UTC;PR;3492;Até 25%;0;0;0;0;0;713;683;662;731;BOM;BOM;BOM;BOM;BOM
81864252;2020-07-01 00:00:00 UTC;RJ;1210;Acima de 100%;0;1;3263;0;0;220;239;290;721;BOM;BOM;BOM;BOM;
847295547;2020-08-01 00:00:00 UTC;MG;2393;Até 25%;0;0;0;0;0;676;680;732;822;BOM;BOM;BOM;BOM;
274044138;2020-06-01 00:00:00 UTC;MG;3366;Até 25%;0;0;0;0;0;338;588;359;626;BOM;BOM;BOM;BOM;BOM
37899145;2020-06-01 00:00:00 UTC;TO;1252;Até 25%;0;0;0;0;0;478;631;487;587;BOM;BOM;BOM;BOM;BOM
171499484;2020-06-01 00:00:00 UTC;MG;3700;26 a 50%;0;2;1407;0;0;225;232;321;664;BOM;BOM;BOM;BOM;BOM
1117419113;2020-06-01 00:00:00 UTC;MG;4404;26 a 50%;0;1;888;0;0;293;228;282;656;BOM;MAU;MAU;MAU;MAU
